MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
2014,Audi,Q5 30 TDI PREMIUM PLUS,Automatic,"33,405 km",DieselDL-1C,1st Owner,"₹16,73,399"
2018,Hyundai,Tucson New 2WD MT PETROL,Manual,"86,670 km",PetrolUP-14,2nd Owner,"₹14,37,699"
2015,Audi,Q3 30 TDI MT S EDITION,Manual,"72,526 km",DieselDL-2C,1st Owner,"₹11,54,399"
2018,Volkswagen,TIGUAN HIGHLINE A/T,Automatic,"75,073 km",DieselDL-1C,1st Owner,"₹19,41,699"
2019,Jeep,Compass 1.4  LONGITUDE (O) AT,Automatic,"23,525 km",PetrolDL-3C,1st Owner,"₹19,22,799"
2016,Audi,Q3 35TDI PREMIUM,Automatic,"87,180 km",DieselUP-16,1st Owner,"₹17,30,199"
2014,Maruti,Swift Dzire LXI 1.2 BS IV,Manual,"58,920 km",PetrolUP-14,1st Owner,"₹3,87,599"
2013,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Manual,"84,063 km",PetrolDL-10,2nd Owner,"₹4,14,499"
2021,Tata,TIGOR XZ PLUS 1.2 REVOTRON,Manual,"9,553 km",PetrolUP-14,1st Owner,"₹7,74,799"
2014,Honda,City VX MT PETROL,Manual,"61,168 km",PetrolHR-26,2nd Owner,"₹6,42,699"
2017,Maruti,Ciaz SIGMA 1.4 VVT,Manual,"10,586 km",PetrolDL-8C,1st Owner,"₹7,21,899"
2014,Hyundai,Xcent S 1.2 OPT,Manual,"64,118 km",PetrolDL-10,1st Owner,"₹3,72,299"
2010,Maruti,Swift Dzire ZXI 1.3,Manual,"77,946 km",PetrolDL-9C,2nd Owner,"₹2,70,099"
2013,Maruti,Swift Dzire VXI,Manual,"82,847 km",PetrolUP-32,2nd Owner,"₹3,42,899"
2020,Skoda,Rapid ACTIVE 1.0 TSI,Manual,"18,906 km",PetrolDL-2C,1st Owner,"₹9,46,699"
2021,Skoda,Rapid MONTE CARLO 1.0 MT,Manual,"35,096 km",PetrolDL-10,1st Owner,"₹11,91,499"
2019,Maruti,Dzire LXI,Manual,"12,490 km",PetrolDL-8C,1st Owner,"₹6,00,799"
2021,Volkswagen,Vento COMFORTLINE 1.0 TSI MT,Manual,"13,265 km",PetrolDL-7C,1st Owner,"₹8,43,399"
2017,Honda,City V MT PETROL,Manual,"39,749 km",PetrolHR-26,1st Owner,"₹8,77,699"
2022,Honda,Amaze 1.2 SMT I VTEC,Manual,"7,859 km",PetrolUP-16,1st Owner,"₹7,51,949"
2018,Hyundai,Xcent E PLUS,Manual,"27,675 km",PetrolHR-29,1st Owner,"₹4,88,199"
2020,Maruti,Dzire VXI,Manual,"15,847 km",PetrolHR-14,1st Owner,"₹7,02,199"
2019,Ford,Figo Aspire 1.2 TITANIUM+ PETROL,Manual,"11,371 km",PetrolDL-8C,1st Owner,"₹6,72,799"
2021,Hyundai,AURA E MT 1.2 KAPPA,Manual,"1,125 km",PetrolDL-7C,1st Owner,"₹6,36,299"
2020,Hyundai,Verna SX(O) PETROL MT,Manual,"12,290 km",PetrolDL-7C,1st Owner,"₹13,55,799"
2019,Honda,Amaze 1.2 V CVT I VTEC,Automatic,"19,470 km",PetrolDL-11,1st Owner,"₹8,58,499"
2019,Maruti,Dzire VXI AMT,Automatic,"21,477 km",PetrolUP-14,1st Owner,"₹6,83,199"
2015,Hyundai,Xcent S 1.2,Manual,"36,353 km",PetrolHR-26,1st Owner,"₹4,53,599"
2022,KIA,CARENS LUXURY 1.4G MT 7STR,,"1,925 km",PetrolHR-98,1st Owner,"₹16,08,099"
2020,Mahindra,XUV 3OO 1.2 W6 MT,,"30,557 km",PetrolDL-10,1st Owner,"₹9,26,199"
2022,Mahindra,XUV 3OO 1.2 W6 AT,,"22,158 km",PetrolDL-1C,1st Owner,"₹10,63,499"
2019,Mahindra,XUV 3OO 1.5 W6 MT,Manual,"40,883 km",DieselUP-14,1st Owner,"₹8,61,199"
2019,Mahindra,XUV 3OO W8(O),Manual,"84,472 km",DieselDL-8C,1st Owner,"₹8,69,999"
2018,Mahindra,KUV 100 NXT K2 D 6S,Manual,"65,179 km",DieselDL-10,1st Owner,"₹4,42,899"
2018,Volkswagen,TIGUAN HIGHLINE A/T,Automatic,"75,073 km",DieselDL-1C,1st Owner,"₹19,41,699"
2018,Jeep,Compass 2.0 LONGITUDE (O),Manual,"79,397 km",DieselUP-70,1st Owner,"₹10,91,199"
2014,Audi,Q5 30 TDI PREMIUM PLUS,Automatic,"33,405 km",DieselDL-1C,1st Owner,"₹16,73,399"
2020,Mahindra,KUV 100 NXT K8 6 STR,Manual,"26,674 km",PetrolDL-8C,1st Owner,"₹6,94,399"
2015,Audi,Q3 30 TDI MT S EDITION,Manual,"72,526 km",DieselDL-2C,1st Owner,"₹11,54,399"
2018,Hyundai,Tucson New 2WD MT PETROL,Manual,"86,670 km",PetrolUP-14,2nd Owner,"₹14,37,699"
2016,Audi,Q3 35TDI PREMIUM,Automatic,"87,180 km",DieselUP-16,1st Owner,"₹17,30,199"
2019,Jeep,Compass 1.4  LONGITUDE (O) AT,Automatic,"23,525 km",PetrolDL-3C,1st Owner,"₹19,22,799"
2017,Toyota,Corolla Altis G AT,Automatic,"75,764 km",PetrolDL-10,1st Owner,"₹13,23,999"
2014,Mercedes,Benz C Class C 200 AVANTGARDE,Automatic,"37,838 km",PetrolUP-16,1st Owner,"₹18,54,499"
2014,Audi,A3 35TDI PREMIUM,Automatic,"91,887 km",DieselHR-26,2nd Owner,"₹9,65,799"
2015,Audi,A6 35 TDI S LINE,Automatic,"39,079 km",DieselHR-26,2nd Owner,"₹16,15,999"
2018,Toyota,Corolla Altis VL AT,Automatic,"65,783 km",PetrolDL-1C,1st Owner,"₹14,89,299"
2013,Mercedes,Benz E Class E 220 CDI ELEGANCE,Automatic,"53,524 km",DieselHR-26,1st Owner,"₹10,67,899"
2014,Toyota,Corolla Altis VL AT,Automatic,"89,401 km",PetrolHR-26,1st Owner,"₹8,77,699"
2017,Toyota,Corolla Altis GL,Manual,"44,929 km",PetrolDL-10,2nd Owner,"₹12,22,799"
2015,Audi,A6 2.0 TDI TECHNOLOGY,Automatic,"77,595 km",DieselUP-16,2nd Owner,"₹18,23,299"
2013,Jaguar,XF 2.2 DIESEL,Automatic,"28,289 km",DieselDL-6C,2nd Owner,"₹15,05,999"
2021,Tata,Safari XM 2.0 KRYOTEC,Manual,"12,819 km",DieselHR-26,1st Owner,"₹16,31,999"
2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"25,767 km",PetrolDL-10,1st Owner,"₹7,48,699"
2017,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"62,321 km",DieselUP-32,1st Owner,"₹10,44,949"
2019,Mahindra,XUV500 W9,Manual,"91,773 km",DieselHR-36,1st Owner,"₹12,29,199"
2020,KIA,SELTOS HTK PLUS 1.5 DIESEL,Manual,"30,301 km",DieselUP-44,1st Owner,"₹12,87,999"
2019,KIA,SELTOS HTK 1.5 PETROL,Manual,"25,443 km",PetrolDL-12,1st Owner,"₹11,42,199"
2022,Tata,Safari XT+2.0 KRYOTEC,Manual,"6,131 km",DieselHR-51,1st Owner,"₹20,35,499"
2021,Mahindra,Thar LX D 4*4 MT HT,Manual,"6,962 km",DieselHR-26,1st Owner,"₹17,02,699"
2019,Hyundai,Creta 1.6 SX VTVT,Manual,"12,143 km",PetrolDL-12,1st Owner,"₹12,47,099"
2020,Maruti,Vitara Brezza VXI,Manual,"13,779 km",PetrolDL-12,1st Owner,"₹8,43,099"
2021,Tata,Harrier XZ 2.0L Kryotec,Manual,"10,391 km",DieselHR-10,1st Owner,"₹18,61,749"
2015,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"1,00,297 km",DieselDL-12,2nd Owner,"₹4,48,299"
2022,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"3,091 km",PetrolDL-10,1st Owner,"₹9,24,799"
2020,Maruti,S Cross ALPHA AT SMART HYBRID,Automatic,"22,781 km",PetrolHR-51,1st Owner,"₹12,58,199"
2021,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"23,007 km",DieselUP-16,1st Owner,"₹10,67,999"
2021,Tata,Harrier XT+ 2.0 KRYOTEC,Manual,"14,291 km",DieselUP-15,1st Owner,"₹18,47,399"
2016,Maruti,Vitara Brezza ZDI,Manual,"1,01,529 km",DieselHR-26,1st Owner,"₹5,60,399"
2017,Honda,WR-V 1.2 i-VTEC S MT,Manual,"59,583 km",PetrolDL-10,1st Owner,"₹6,42,599"
2018,Maruti,Vitara Brezza ZDI + AMT,Automatic,"31,812 km",DieselHR-51,2nd Owner,"₹9,38,899"
2019,Mahindra,XUV500 W9 AT,Automatic,"53,456 km",DieselUP-16,1st Owner,"₹12,32,699"
2019,Hyundai,Creta 1.6 SX VTVT,Manual,"28,066 km",PetrolDL-9C,1st Owner,"₹12,15,399"
2018,Tata,NEXON XZA+ 1.5,Automatic,"70,104 km",DieselHR-51,1st Owner,"₹7,37,899"
2017,Maruti,Vitara Brezza ZDI PLUS,Manual,"90,969 km",DieselDL-6C,1st Owner,"₹6,71,799"
2021,Hyundai,Creta E PETROL,Manual,"22,717 km",PetrolUP-65,2nd Owner,"₹10,38,799"
2021,Mahindra,Thar LX D 4*4 MT HT,Manual,"42,608 km",DieselHR-36,1st Owner,"₹15,50,899"
2021,Hyundai,VENUE 1.5 SX CRDI MT,Manual,"4,509 km",DieselUP-16,1st Owner,"₹11,02,899"
2018,Tata,NEXON XM 1.2,Manual,"22,725 km",PetrolDL-2C,1st Owner,"₹7,13,699"
2022,Maruti,Vitara Brezza LXI,Manual,"8,195 km",PetrolDL-11,1st Owner,"₹8,61,799"
2018,Maruti,S Cross ZETA 1.3 SHVS,Manual,"22,938 km",DieselDL-8C,1st Owner,"₹8,24,299"
2019,Tata,NEXON XM 1.2,Manual,"17,959 km",PetrolDL-11,1st Owner,"₹7,30,199"
2018,Tata,NEXON XMA 1.5,Manual,"78,374 km",DieselUP-14,1st Owner,"₹7,43,949"
2018,Hyundai,Creta 1.6 S AT CRDI,Automatic,"40,644 km",DieselHR-51,1st Owner,"₹10,02,299"
2020,Mahindra,Scorpio S9,Manual,"55,372 km",DieselHR-26,1st Owner,"₹14,68,599"
2019,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"51,884 km",DieselDL-10,2nd Owner,"₹7,43,199"
2019,Maruti,Eeco 7 STR,Manual,"22,008 km",PetrolDL-8C,1st Owner,"₹4,41,499"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"31,328 km",DieselDL-9C,2nd Owner,"₹12,44,199"
2016,Hyundai,Creta 1.6 S,Manual,"75,101 km",PetrolDL-9C,1st Owner,"₹8,59,199"
2017,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"48,593 km",PetrolDL-14,1st Owner,"₹6,75,099"
2018,Toyota,Innova Crysta 2.7 ZX AT 7 STR,Automatic,"28,300 km",PetrolDL-10,1st Owner,"₹18,86,899"
2016,Ford,Ecosport 1.0 TREND+ (ECOBOOST),Manual,"58,070 km",PetrolDL-10,2nd Owner,"₹6,15,499"
2019,Mahindra,XUV500 W9,Manual,"91,773 km",DieselHR-36,1st Owner,"₹12,29,199"
2017,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"62,321 km",DieselUP-32,1st Owner,"₹10,44,949"
2020,KIA,SELTOS HTK PLUS 1.5 DIESEL,Manual,"30,301 km",DieselUP-44,1st Owner,"₹12,87,999"
2018,Renault,Duster RXS CVT 106 PS,Automatic,"95,090 km",Petrol + CNGUP-14,1st Owner,"₹6,38,399"
2019,Maruti,S Cross ALPHA SHVS,Manual,"50,363 km",DieselHR-26,1st Owner,"₹9,90,199"
2018,Mahindra,Scorpio S3 2WD,Manual,"57,534 km",DieselDL-8C,1st Owner,"₹9,42,899"
2019,Mahindra,Bolero Power+ ZLX,Manual,"29,851 km",DieselUP-16,1st Owner,"₹8,32,199"
2022,Maruti,Vitara Brezza VXI,Manual,"8,140 km",PetrolUP-16,1st Owner,"₹10,42,799"
2021,Tata,Harrier XT+ 2.0 KRYOTEC,Manual,"21,245 km",DieselDL-3C,1st Owner,"₹17,01,649"
2020,KIA,SELTOS GTX + AT PETROL,Automatic,"28,411 km",PetrolHR-26,1st Owner,"₹17,84,499"
2021,Maruti,S Cross SIGMA 1.5 SHVS,Manual,"17,888 km",PetrolUP-85,1st Owner,"₹10,00,699"
2021,Mahindra,XUV500 W9 AT,Automatic,"21,875 km",DieselUP-16,1st Owner,"₹16,30,299"
2021,Tata,Safari XM 2.0 KRYOTEC,Manual,"12,819 km",DieselHR-26,1st Owner,"₹16,31,999"
2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"25,767 km",PetrolDL-10,1st Owner,"₹7,48,699"
2019,KIA,SELTOS HTK 1.5 PETROL,Manual,"25,443 km",PetrolDL-12,1st Owner,"₹11,42,199"
2022,Tata,Safari XT+2.0 KRYOTEC,Manual,"6,131 km",DieselHR-51,1st Owner,"₹20,35,499"
2021,Mahindra,Thar LX D 4*4 MT HT,Manual,"6,962 km",DieselHR-26,1st Owner,"₹17,02,699"
2019,Hyundai,Creta 1.6 SX VTVT,Manual,"12,143 km",PetrolDL-12,1st Owner,"₹12,47,099"
2020,Maruti,Vitara Brezza VXI,Manual,"13,779 km",PetrolDL-12,1st Owner,"₹8,43,099"
2021,Tata,Harrier XZ 2.0L Kryotec,Manual,"10,391 km",DieselHR-10,1st Owner,"₹18,61,749"
2015,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"1,00,297 km",DieselDL-12,2nd Owner,"₹4,48,299"
2022,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"3,091 km",PetrolDL-10,1st Owner,"₹9,24,799"
2020,Maruti,S Cross ALPHA AT SMART HYBRID,Automatic,"22,781 km",PetrolHR-51,1st Owner,"₹12,58,199"
2021,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"23,007 km",DieselUP-16,1st Owner,"₹10,67,999"
2021,Tata,Harrier XT+ 2.0 KRYOTEC,Manual,"14,291 km",DieselUP-15,1st Owner,"₹18,47,399"
2022,Maruti,S Cross SIGMA 1.5 SHVS,Manual,"1,650 km",PetrolDL-8C,1st Owner,"₹9,37,099"
2018,Hyundai,Creta 1.6 SX AT CRDI,Automatic,"57,801 km",DieselUP-16,2nd Owner,"₹12,22,199"
2015,Hyundai,Creta 1.6 S,Manual,"27,829 km",PetrolUP-32,1st Owner,"₹8,70,999"
2020,Hyundai,VENUE 1.0 turbo GDI IMT SX O,Manual,"15,028 km",PetrolDL-5C,1st Owner,"₹10,36,399"
2020,Maruti,S Cross ALPHA 1.5 SMART HYBRID,Manual,"15,407 km",PetrolHR-26,1st Owner,"₹9,43,899"
2020,Mahindra,Scorpio S9,Manual,"26,932 km",DieselUP-14,1st Owner,"₹14,08,099"
2020,Hyundai,VENUE 1.0L Turbo GDI SX(O) MT,Manual,"25,071 km",PetrolHR-13,2nd Owner,"₹9,96,899"
2018,Mahindra,XUV500 W9 AT,Automatic,"60,491 km",DieselUP-14,1st Owner,"₹10,75,999"
2016,Hyundai,Creta 1.6 S,Manual,"19,702 km",PetrolDL-1C,2nd Owner,"₹8,75,699"
2021,Maruti,Vitara Brezza ZXI +,Manual,"15,363 km",PetrolUP-32,1st Owner,"₹9,56,299"
2019,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"27,076 km",DieselHR-51,1st Owner,"₹8,13,199"
2018,Maruti,Baleno ALPHA PETROL 1.2,,"24,674 km",PetrolDL-12,1st Owner,"₹6,22,799"
2020,Maruti,Alto VXI,Manual,"42,796 km",PetrolHR-54,1st Owner,"₹3,83,399"
2020,Maruti,Alto LXI,Manual,"10,961 km",PetrolHR-30,1st Owner,"₹3,94,399"
2021,Maruti,Alto LXI CNG,Manual,"21,829 km",Petrol + CNGHR-10,1st Owner,"₹4,87,099"
2017,Maruti,Swift VXI,Manual,"14,307 km",PetrolHR-10,1st Owner,"₹5,52,599"
2018,Maruti,Celerio VXI CNG,Manual,"99,421 km",Petrol + CNGDL-1C,1st Owner,"₹4,75,199"
2017,Maruti,IGNIS DELTA 1.2 K12 AMT,Automatic,"95,636 km",PetrolHR-26,1st Owner,"₹4,59,499"
2016,Maruti,Celerio VXI AMT,Automatic,"33,127 km",PetrolDL-8C,1st Owner,"₹4,20,299"
2010,Maruti,Alto LXI,Manual,"55,566 km",PetrolUP-14,1st Owner,"₹1,81,299"
2016,Maruti,Baleno ALPHA 1.2 K12,Manual,"56,720 km",PetrolDL-1C,2nd Owner,"₹5,39,099"
2017,Maruti,Baleno DELTA PETROL 1.2,,"9,195 km",PetrolDL-9C,1st Owner,"₹5,60,099"
2014,Maruti,Swift VXI,Manual,"98,438 km",PetrolHR-26,1st Owner,"₹3,75,699"
2014,Maruti,Ciaz ZXI,Manual,"60,964 km",PetrolDL-1C,1st Owner,"₹5,84,699"
2015,Maruti,Ciaz ZXI PLUS,Manual,"50,714 km",PetrolDL-4C,1st Owner,"₹6,86,199"
2019,Maruti,Swift VXI AMT,Automatic,"26,408 km",PetrolHR-26,2nd Owner,"₹6,52,299"
2019,Maruti,Ertiga VXI SMART HYBRID,Manual,"37,215 km",PetrolDL-12,1st Owner,"₹9,13,299"
2018,Maruti,Celerio VXI CNG,Manual,"69,576 km",Petrol + CNGDL-9C,2nd Owner,"₹4,75,299"
2018,Maruti,IGNIS DELTA 1.2 K12,Manual,"34,337 km",PetrolUP-85,1st Owner,"₹4,58,199"
2018,Maruti,Ciaz ALPHA 1.3 DDIS SHVS,Manual,"82,500 km",DieselHR-26,2nd Owner,"₹7,40,199"
2021,Maruti,Celerio VXI,Manual,"11,828 km",PetrolDL-10,1st Owner,"₹5,14,699"
2019,Maruti,Baleno DELTA 1.2 K12,Manual,"25,639 km",PetrolHR-26,1st Owner,"₹6,33,799"
2020,Maruti,Swift VXI,Manual,"3,152 km",PetrolDL-6C,1st Owner,"₹6,57,599"
2017,Maruti,Swift LXI OPT,Manual,"14,863 km",PetrolDL-12,2nd Owner,"₹4,89,399"
2017,Maruti,Baleno ZETA 1.2 K12,Manual,"33,015 km",PetrolUP-16,1st Owner,"₹6,02,099"
2019,Maruti,Dzire VXI,Manual,"17,257 km",PetrolUP-16,1st Owner,"₹6,87,599"
2018,Maruti,Baleno ZETA 1.2 K12,Manual,"36,411 km",PetrolHR-26,1st Owner,"₹6,33,299"
2020,Maruti,Baleno SIGMA PETROL 1.2,,"10,914 km",PetrolHR-26,1st Owner,"₹5,59,599"
2020,Maruti,Baleno DELTA 1.2 K12,Manual,"21,463 km",PetrolUP-13,1st Owner,"₹6,59,699"
2021,Maruti,Alto VXI,Manual,"2,132 km",PetrolDL-1C,1st Owner,"₹4,04,599"
2020,Maruti,Baleno SIGMA 1.2 K12,Manual,"10,956 km",PetrolHR-98,2nd Owner,"₹6,03,599"
2018,Maruti,Swift VXI,Manual,"53,917 km",PetrolDL-3C,1st Owner,"₹5,39,099"
2017,Maruti,Dzire ZDI Plus AMT,Automatic,"24,577 km",DieselDL-6C,1st Owner,"₹6,89,599"
2018,Maruti,Swift VXI OPT,Manual,"31,422 km",PetrolHR-26,2nd Owner,"₹5,15,999"
2016,Maruti,Celerio ZXI OPT AMT,Automatic,"28,598 km",PetrolDL-8C,2nd Owner,"₹4,57,799"
2018,Maruti,Dzire VXI AMT,Automatic,"42,365 km",PetrolDL-9C,1st Owner,"₹6,30,199"
2015,Maruti,Swift VXI,Manual,"60,643 km",PetrolDL-14,1st Owner,"₹4,11,599"
2016,Maruti,Baleno DELTA 1.2 K12,Manual,"48,599 km",PetrolDL-2C,1st Owner,"₹5,22,119"
2016,Maruti,Baleno DELTA 1.2 K12,Manual,"22,763 km",PetrolDL-8C,1st Owner,"₹5,36,899"
2017,Maruti,Baleno DELTA 1.2 K12,Manual,"26,920 km",PetrolUP-16,1st Owner,"₹5,75,999"
2019,Maruti,Alto LXI,Manual,"18,474 km",PetrolHR-26,1st Owner,"₹3,42,599"
2019,Maruti,Eeco 7 STR,Manual,"22,008 km",PetrolDL-8C,1st Owner,"₹4,41,499"
2020,Maruti,Swift LXI,Manual,"48,621 km",PetrolDL-5C,1st Owner,"₹5,42,299"
2018,Maruti,Swift LXI,Manual,"46,801 km",PetrolDL-4C,1st Owner,"₹5,12,699"
2016,Maruti,Swift LXI OPT,Manual,"57,873 km",PetrolDL-6C,2nd Owner,"₹4,05,399"
2018,Maruti,IGNIS DELTA 1.2 K12,Manual,"92,618 km",PetrolDL-2C,1st Owner,"₹4,87,099"
2016,Maruti,Baleno DELTA PETROL 1.2,,"57,529 km",PetrolDL-4C,2nd Owner,"₹4,34,299"
2018,Maruti,IGNIS ZETA 1.2 K12,Manual,"45,876 km",PetrolDL-8C,1st Owner,"₹4,94,099"
2017,Maruti,Baleno DELTA PETROL 1.2,,"22,340 km",PetrolHR-26,2nd Owner,"₹5,47,299"
2019,Maruti,Swift VXI AMT,Automatic,"45,357 km",PetrolHR-87,2nd Owner,"₹5,94,399"
2016,Maruti,Celerio ZXI OPT AMT,Automatic,"29,745 km",PetrolDL-3C,1st Owner,"₹5,04,799"
2021,Maruti,Swift LXI,Manual,"20,138 km",PetrolDL-12,1st Owner,"₹5,74,099"
2019,Maruti,Baleno DELTA 1.2 K12,Manual,"28,702 km",PetrolUP-37,1st Owner,"₹6,29,299"
2020,Maruti,Baleno SIGMA 1.2 K12,Manual,"17,966 km",PetrolHR-13,2nd Owner,"₹6,03,599"
2015,Maruti,Baleno DELTA 1.2 K12,Manual,"73,790 km",PetrolDL-3C,1st Owner,"₹4,83,999"
2021,Maruti,XL6 ZETA SHVS,Manual,"36,951 km",PetrolUP-32,1st Owner,"₹9,89,299"
2018,Maruti,Celerio VXI CNG,Manual,"61,414 km",Petrol + CNGDL-9C,1st Owner,"₹5,06,299"
2016,Maruti,Baleno DELTA CVT PETROL 1.2,,"50,441 km",PetrolHR-10,2nd Owner,"₹5,31,499"
2020,Maruti,Baleno DELTA PETROL 1.2,,"12,152 km",PetrolHR-29,1st Owner,"₹6,89,899"
2020,Maruti,Alto LXI,Manual,"4,690 km",PetrolDL-2C,1st Owner,"₹3,70,199"
2017,Maruti,Baleno DELTA 1.2 K12,Manual,"45,032 km",PetrolUP-14,1st Owner,"₹5,47,899"
2021,Maruti,Alto LXI,Manual,"9,500 km",PetrolHR-95,1st Owner,"₹3,94,399"
2014,Maruti,Swift VDI,Manual,"87,888 km",DieselHR-36,1st Owner,"₹3,71,499"
2018,Maruti,Baleno ALPHA PETROL 1.2,,"54,563 km",PetrolHR-13,1st Owner,"₹6,12,999"
2021,Maruti,Alto LXI CNG,Manual,"26,773 km",Petrol + CNGHR-10,1st Owner,"₹4,62,199"
2018,Maruti,Swift VXI OPT,Manual,"31,422 km",PetrolHR-26,2nd Owner,"₹5,15,999"
2021,Maruti,Alto VXI,Manual,"20,144 km",PetrolDL-10,1st Owner,"₹3,88,299"
2020,Maruti,Dzire LXI,Manual,"35,268 km",PetrolDL-1C,1st Owner,"₹6,16,399"
2019,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,"29,458 km",PetrolUP-16,1st Owner,"₹8,48,999"
2017,Maruti,Dzire ZDI Plus AMT,Automatic,"24,577 km",DieselDL-6C,1st Owner,"₹6,89,599"
2016,Maruti,Baleno DELTA 1.2 K12,Manual,"22,763 km",PetrolDL-8C,1st Owner,"₹5,36,899"
2017,Maruti,Baleno DELTA 1.2 K12,Manual,"26,920 km",PetrolUP-16,1st Owner,"₹5,75,999"
2021,Maruti,Alto LXI,Manual,"12,426 km",PetrolHR-26,1st Owner,"₹3,72,599"
2019,Maruti,Alto VXI,Manual,"23,009 km",PetrolUP-14,1st Owner,"₹3,98,699"
2017,Maruti,IGNIS DELTA 1.2 K12 AMT,Automatic,"28,510 km",PetrolUP-15,1st Owner,"₹5,35,799"
2018,Maruti,Swift LXI,Manual,"33,878 km",PetrolDL-3C,1st Owner,"₹5,45,299"
2019,Maruti,Baleno ZETA 1.2 K12,Manual,"53,447 km",PetrolDL-1C,1st Owner,"₹6,50,199"
2019,Maruti,Baleno DELTA 1.2 K12,Manual,"25,639 km",PetrolHR-26,1st Owner,"₹6,33,799"
2020,Maruti,Swift VXI,Manual,"3,152 km",PetrolDL-6C,1st Owner,"₹6,57,599"
2017,Maruti,Swift LXI OPT,Manual,"14,863 km",PetrolDL-12,2nd Owner,"₹4,89,399"
2017,Maruti,Baleno ZETA 1.2 K12,Manual,"33,015 km",PetrolUP-16,1st Owner,"₹6,02,099"
2021,Toyota,YARIS J MT,Manual,"8,461 km",PetrolDL-10,1st Owner,"₹10,54,099"
2020,Toyota,YARIS G MT,Manual,"72,495 km",PetrolHR-36,1st Owner,"₹9,36,999"
2013,Toyota,Etios V SP,Manual,"36,015 km",PetrolHR-26,1st Owner,"₹3,90,599"
2020,Toyota,Glanza G CVT,Automatic,"6,550 km",PetrolDL-3C,1st Owner,"₹8,59,199"
2014,Toyota,Etios G,Manual,"38,255 km",PetrolDL-3C,1st Owner,"₹4,11,899"
2020,Toyota,YARIS J CVT,Automatic,"9,256 km",PetrolDL-3C,2nd Owner,"₹9,72,599"
2021,Toyota,Glanza G CVT,Automatic,"8,466 km",PetrolHR-98,1st Owner,"₹8,76,899"
2018,Toyota,Corolla Altis VL AT,Automatic,"65,783 km",PetrolDL-1C,1st Owner,"₹14,89,299"
2022,Toyota,URBAN CRUISER MID MT,,"4,229 km",PetrolUP-14,1st Owner,"₹9,25,899"
2020,Toyota,URBAN CRUISER Premium AT,,"22,874 km",PetrolHR-20,2nd Owner,"₹11,50,399"
2019,Toyota,Etios Liva V,Manual,"31,645 km",PetrolDL-14,1st Owner,"₹4,96,099"
2014,Toyota,Corolla Altis VL AT,Automatic,"89,401 km",PetrolHR-26,1st Owner,"₹8,77,699"
2017,Toyota,Corolla Altis GL,Manual,"44,929 km",PetrolDL-10,2nd Owner,"₹12,22,799"
2018,Toyota,Innova Crysta 2.7 ZX AT 7 STR,Automatic,"28,300 km",PetrolDL-10,1st Owner,"₹18,86,899"
2017,Toyota,Corolla Altis G AT,Automatic,"75,764 km",PetrolDL-10,1st Owner,"₹13,23,999"
2021,Toyota,URBAN CRUISER HIGH AT,,"6,972 km",PetrolHR-51,1st Owner,"₹11,19,899"
2017,Toyota,Innova Crysta 2.8 ZX AT 7 STR,Automatic,"85,182 km",DieselHR-51,1st Owner,"₹17,20,699"
2014,Toyota,Etios Liva G,Manual,"25,753 km",PetrolDL-8C,2nd Owner,"₹3,24,599"
2020,Toyota,URBAN CRUISER PREMIUM MT,,"44,379 km",PetrolHR-26,1st Owner,"₹9,24,799"
2020,Toyota,Innova Crysta 2.4 ZX AT,Automatic,"31,893 km",DieselHR-26,1st Owner,"₹22,78,599"
2013,Toyota,Etios Liva G,Manual,"64,231 km",PetrolUP-14,1st Owner,"₹3,35,599"
2019,Mahindra,XUV500 W9,Manual,"91,773 km",DieselHR-36,1st Owner,"₹12,29,199"
2021,Mahindra,Thar LX D 4*4 MT HT,Manual,"6,962 km",DieselHR-26,1st Owner,"₹17,02,699"
2021,Mahindra,XUV500 W9 AT,Automatic,"21,875 km",DieselUP-16,1st Owner,"₹16,30,299"
2020,Mahindra,Scorpio S9,Manual,"26,932 km",DieselUP-14,1st Owner,"₹14,08,099"
2018,Mahindra,Scorpio S3 2WD,Manual,"57,534 km",DieselDL-8C,1st Owner,"₹9,42,899"
2019,Mahindra,Bolero Power+ ZLX,Manual,"29,851 km",DieselUP-16,1st Owner,"₹8,32,199"
2018,Mahindra,XUV500 W9 AT,Automatic,"60,491 km",DieselUP-14,1st Owner,"₹10,75,999"
